,name,affiliations,email,website,interests,thumbnail
206,Jan Hendrik (Hentie) Swiegers,"Senior Manager, Liquid Innovation",Verified email at carlsberg.com,http://www.carlsberggroup.com/,"[{'title': 'wine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:wine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Awine'}, {'title': 'cider', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cider', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acider'}, {'title': 'beer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:beer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abeer'}, {'title': 'fermented beverages', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fermented_beverages', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afermented_beverages'}, {'title': 'yeast', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:yeast', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ayeast'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=20nM0k8AAAAJ&citpid=5
207,Dimitra Liacopoulos Capone,ARC Research Associate,Verified email at adelaide.edu.au,,"[{'title': 'Flavour Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:flavour_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aflavour_chemistry'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
208,Christopher Denny,"Professor, UCLA Pediatric Hematology Oncology",Verified email at mednet.ucla.edu,,"[{'title': 'hematology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hematology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahematology'}, {'title': 'oncology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:oncology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aoncology'}, {'title': 'pediatric', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pediatric', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apediatric'}, {'title': 'sarcoma', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:sarcoma', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asarcoma'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nfysRG0AAAAJ&citpid=1
209,Jana Patton-Vogt,"Duquesne University, Carnegie Mellon University, University of Kentucky",Verified email at duq.edu,,"[{'title': 'lipid metabolism', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:lipid_metabolism', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Alipid_metabolism'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
210,Ravichandra Potumarthi,"The University of Adelaide, Australia",Verified email at adelaide.edu.au,,"[{'title': 'Biochemical engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemical_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemical_engineering'}, {'title': 'Bioprocess engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioprocess_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioprocess_engineering'}, {'title': 'Industrial Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:industrial_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aindustrial_biotechnology'}, {'title': 'Biofuels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biofuels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiofuels'}, {'title': 'Bioenergy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioenergy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioenergy'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8J0zABgAAAAJ&citpid=2
211,Toby Jenkins,"Professor of Biophysical Chemistry, University of Bath",Verified email at bath.ac.uk,https://smartwound.co.uk/,"[{'title': 'Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Achemistry'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JFwSPV0AAAAJ&citpid=2
212,Astutiati Nurhasanah,"Pusat Riset Vaksin dan Obat, BRIN",Verified email at brin.go.id,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
213,Yudhi Nugraha,Eijkman Research Center for Molecular Biology BRIN,Verified email at brin.go.id,http://bit.ly/profileYUDHI,"[{'title': 'Structural Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astructural_biology'}, {'title': 'Cryo-EM', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cryo_em', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acryo_em'}, {'title': 'X-ray Crystallography', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:x_ray_crystallography', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ax_ray_crystallography'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gkx-yZ0AAAAJ&citpid=26
214,Markus Brinkmann,"Associate Professor, University of Saskatchewan, School of the Environment and Sustainability",Verified email at usask.ca,https://sens.usask.ca/people/faculty/core-faculty/markus-brinkmann.php,"[{'title': 'Ecotoxicology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ecotoxicology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aecotoxicology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gPgCzbIAAAAJ&citpid=4
215,SX Maletz,RWTH Aachen,Verified email at bio5.rwthaachen.de,,"[{'title': 'Umweltwissenschaften', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:umweltwissenschaften', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aumweltwissenschaften'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
216,Martin Krauss,Unknown affiliation,Verified email at ufz.de,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
217,Joanne Tipper,University of Technology Sydney,Verified email at uts.edu.au,,"[{'title': 'Joint replacement', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:joint_replacement', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ajoint_replacement'}, {'title': 'wear particles', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:wear_particles', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Awear_particles'}, {'title': 'biological response', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biological_response', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiological_response'}, {'title': 'tissue engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tissue_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atissue_engineering'}, {'title': 'spinal cord injury', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:spinal_cord_injury', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aspinal_cord_injury'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-ougyXMAAAAJ&citpid=1
218,"Yusuf Sürmeli, PhD",Namık Kemal University,Verified email at nku.edu.tr,,"[{'title': 'Enzyme Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:enzyme_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenzyme_biotechnology'}, {'title': 'Drug Resistance', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_resistance', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_resistance'}, {'title': 'Metabolic Engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metabolic_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametabolic_engineering'}, {'title': 'Microbial Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_biotechnology'}, {'title': 'Metagenomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metagenomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametagenomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WYynOMwAAAAJ&citpid=3
219,Alican Topaloğlu,İstanbul Teknik Üniversitesi,Verified email at itu.edu.tr,https://avesis.itu.edu.tr/topaloglual,"[{'title': 'Metabolic Engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metabolic_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametabolic_engineering'}, {'title': 'Evolutionary Engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_engineering'}, {'title': 'Yeast', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:yeast', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ayeast'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7Vneds4AAAAJ&citpid=3
220,Mevlüt Arslan,"Department of Genetics, Faculty of Veterinary Medicine, Van Yüzüncü Yıl University",Verified email at yyu.edu.tr,,"[{'title': 'Next-Generation Sequencing', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:next_generation_sequencing', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anext_generation_sequencing'}, {'title': 'DNA Microarray', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_microarray', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_microarray'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Yeast Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:yeast_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ayeast_genetics'}, {'title': 'Animal Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:animal_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aanimal_genetics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
221,Daniel J. Klionsky,University of Michigan,Verified email at umich.edu,http://www.lsi.umich.edu/labs/daniel-klionsky-lab,"[{'title': 'Autophagy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:autophagy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aautophagy'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pGGjfS8AAAAJ&citpid=2
222,Lois Banta,"Professor of Biology, Williams College",Verified email at williams.edu,http://biology.williams.edu/profile/lbanta/,,https://scholar.google.com/citations/images/avatar_scholar_128.png
223,Russell G Snell,Professor School of Biological Sciences University of Auckland,Verified email at auckland.ac.nz,,"[{'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'neuroscience', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:neuroscience', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aneuroscience'}, {'title': 'Neurodegenerative diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:neurodegenerative_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aneurodegenerative_diseases'}, {'title': 'Autism', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:autism', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aautism'}, {'title': 'Bovine genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bovine_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abovine_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i4sEa34AAAAJ&citpid=1
224,Ushasree Mrudulakumari Vasudevan,Postdoctoral Researcher,Verified email at khu.ac.kr,https://sites.google.com/prod/view/nanobio-engineering-lab/members?authuser=0,"[{'title': 'Enzyme', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:enzyme', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenzyme'}, {'title': 'Bioconversion', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioconversion', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioconversion'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mf83ycQAAAAJ&citpid=2
225,Ashok Pandey,"CSIR-Indian Institute of Toxicology Research, Lucknow-226001, India",Verified email at iitr.res.in,,"[{'title': 'Bioprocesses and Products Development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioprocesses_and_products_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioprocesses_and_products_development'}, {'title': 'Biofuels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biofuels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiofuels'}, {'title': 'Industrial Enzymes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:industrial_enzymes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aindustrial_enzymes'}, {'title': 'Biopolymers', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biopolymers', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiopolymers'}, {'title': 'Organic Acids', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organic_acids', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorganic_acids'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VlnbGhIAAAAJ&citpid=9
